53.0427,-9.0461,3,2,75.7,0,1.5,0,0,0,0,1,0.0213,-0.472,0.3248,1,1,1,1,1,1,1,1,1,1,1
53.0427,-9.0457,3,1,16.4,0,0,0,0,0,0,2,0.4569,-0.0152,-0.5375,2,2,2,2,2,2,2,2,1,1,1
53.0431,-9.0457,9,2,0,0,39.4,1.5,0,0,0,0,-1.1383,1.1833,0.1239,3,3,3,3,3,3,3,3,3,3,3
53.0435,-9.0448,1,2,75.7,0,1.5,0,0,0,0,1,0.0213,-0.472,0.3248,1,1,1,1,1,1,1,1,1,1,1
53.04464,-9.04491,3,1,39.4,0,0,0,0,0,0,0,0.2722,-0.3527,-0.076,5,5,1,1,1,1,1,1,1,1,1
53.04195,-9.0485,6,3,75.7,0.3,0,0,0,0,0,2,0.0781,-0.5212,0.293,1,1,1,1,1,1,1,1,1,1,1
53.04176,-9.04941,9,3,1.5,0,75.7,0,0,0,0,1,-1.377,0.867,0.0155,3,3,3,3,3,3,3,3,3,3,3
53.04159,-9.05028,6,3,39.4,1.5,39.4,0,0,0,0,2,-0.4589,0.0602,0.1666,8,8,8,3,3,3,3,3,3,3,3
53.04141,-9.05099,6,3,26.4,1.5,39.4,0,0,0,0,1,-0.4679,0.1901,0.0769,8,8,8,3,3,3,3,3,3,3,3
53.03956,-9.0579,5,3,39.4,1.5,39.4,0,0,0,0,2,-0.4589,0.0602,0.1666,8,8,8,3,3,3,3,3,3,3,3
53.03955,-9.05738,5,2,75.7,1.5,0,0,0,0,0,3,0.0446,-0.5298,0.2611,1,1,1,1,1,1,1,1,1,1,1
53.03966,-9.05684,9,2,9.2,0,0,4.3,0,0,0,0,0.4638,0.5612,-0.6023,2,2,2,2,2,2,2,2,1,1,1
53.03851,-9.05899,5,2,75.7,0.3,0,0,0,0,0,2,0.0781,-0.5212,0.293,1,1,1,1,1,1,1,1,1,1,1
53.03877,-9.05829,1,2,55.7,0,9.2,0,0,0,0,0,-0.0735,-0.2007,0.2033,5,5,1,1,1,1,1,1,1,1,1
53.03828,-9.05753,1,2,75.7,4.3,0,0,0,0,0,2,0.0187,-0.5485,0.2374,1,1,1,1,1,1,1,1,1,1,1
53.03775,-9.05731,3,1,75.7,0,0,0,0,0,0,2,0.0885,-0.5232,0.2994,1,1,1,1,1,1,1,1,1,1,1
53.03776,-9.05733,3,2,0,0,0,39.4,0,0,0,0,0.8042,1.8454,-0.0916,17,17,17,17,17,17,17,17,17,17,3
53.03737,-9.0562,3,2,0,0,0,26.4,55.7,0,0,0,1.0857,1.558,0.4514,18,18,18,18,18,17,17,17,17,17,3
53.03668,-9.05641,3,2,75.7,0.3,0,0,0,0,0,1,0.0781,-0.5212,0.293,1,1,1,1,1,1,1,1,1,1,1
53.03765,-9.05565,3,2,75.7,1.5,0,0,0,0,0,1,0.0446,-0.5298,0.2611,1,1,1,1,1,1,1,1,1,1,1
53.03787,-9.05421,5,2,75.7,0,0,0,1.5,0,0,0,0.1134,-0.4963,0.3343,1,1,1,1,1,1,1,1,1,1,1
53.03804,-9.0563,2,3,16.4,1.5,39.4,0,0,0,0,2,-0.6058,0.3955,0.0202,8,8,8,3,3,3,3,3,3,3,3
53.03712,-9.05578,3,2,75.7,1.5,0,0,0,0,0,2,0.0446,-0.5298,0.2611,1,1,1,1,1,1,1,1,1,1,1
53.03765,-9.05476,5,2,75.7,4.3,0,0,0,0,0,0,0.0187,-0.5485,0.2374,1,1,1,1,1,1,1,1,1,1,1
53.03833,-9.05339,2,2,75.7,1.5,0,0,0,0,0,2,0.0446,-0.5298,0.2611,1,1,1,1,1,1,1,1,1,1,1
53.03868,-9.05219,2,2,75.7,0,0,0,1.5,0,0,1,0.1134,-0.4963,0.3343,1,1,1,1,1,1,1,1,1,1,1
53.03945,-9.04978,3,2,75.7,1.5,0,0,0,0,0,1,0.0446,-0.5298,0.2611,1,1,1,1,1,1,1,1,1,1,1
53.03949,-9.0495,3,2,39.4,4.3,0,0,0,0,0,2,0.1365,-0.4048,-0.1801,5,5,1,1,1,1,1,1,1,1,1
53.03987,-9.04937,4,2,0.3,39.4,0,0,0,0,0,3,-0.789,-0.1939,-1.6466,29,29,29,29,29,29,29,29,29,17,3
53.03887,-9.058547,5,2,55.7,1.5,0,0,0,0,0,2,0.1474,-0.4497,0.0804,5,5,1,1,1,1,1,1,1,1,1
53.038975,-9.058206,5,2,75.7,0.3,0,0,0,0,0,3,0.0781,-0.5212,0.293,1,1,1,1,1,1,1,1,1,1,1
53.038158,-9.056657,1,3,4.3,1.5,55.7,0,0,0,0,2,-1.0841,0.7581,-0.0417,3,3,3,3,3,3,3,3,3,3,3
53.037981,-9.055085,2,2,26.4,0,1.5,0,0,0,0,3,0.1917,-0.0498,-0.1963,33,33,33,33,2,2,2,2,1,1,1
53.03923,-9.05124,3,2,39.4,1.5,0,0,0,0,0,1,0.1699,-0.3451,-0.1087,5,5,1,1,1,1,1,1,1,1,1
53.039379,-9.048424,3,1,9.2,0,0,0,0,0,0,1,0.518,0.1607,-0.8506,2,2,2,2,2,2,2,2,1,1,1
53.04017,-9.04857,4,2,26.4,0,0,0,16.4,0,0,0,0.537,0.0303,0.204,36,33,33,33,2,2,2,2,1,1,1
53.04098,-9.04747,4,2,55.7,1.5,0,0,0,0,0,2,0.1474,-0.4497,0.0804,5,5,1,1,1,1,1,1,1,1,1
53.03799,-9.05371,5,4,26.4,0,1.5,16.4,9.2,0,0,1,0.3584,0.2885,0.1953,36,33,33,33,2,2,2,2,1,1,1
53.039641,-9.049505,4,1,39.4,0,0,0,0,0,0,4,0.2722,-0.3527,-0.076,5,5,1,1,1,1,1,1,1,1,1
53.04059,-9.05324,1,3,1.5,2,75.7,0,0,0,0,2,-1.2521,0.6963,-0.0748,3,3,3,3,3,3,3,3,3,3,3
53.04046,-9.05346,1,2,55.7,1.5,0,0,0,0,0,0,0.1474,-0.4497,0.0804,5,5,1,1,1,1,1,1,1,1,1
53.040662,-9.047573,4,3,16.4,1.5,0,0,39.4,0,0,1,0.7645,0.3161,0.3701,18,18,18,18,18,17,17,17,17,17,3
53.04045,-9.04788,4,2,39.4,0,0,0,16.4,0,0,1,0.5117,-0.16,0.0952,36,33,33,33,2,2,2,2,1,1,1
53.04015,-9.04946,2,2,55.7,1.5,0,0,0,0,0,2,0.1474,-0.4497,0.0804,5,5,1,1,1,1,1,1,1,1,1
53.04026,-9.04935,2,2,26.4,0,16.4,0,0,0,0,2,-0.2212,0.1867,0.0779,33,33,33,33,2,2,2,2,1,1,1
53.03871,-9.05232,5,3,9.2,0,0,26.4,0,6,0,2,0.6411,0.928,-0.2092,17,17,17,17,17,17,17,17,17,17,3
53.038684,-9.057304,8,2,1.5,0,0,0,0,0,6,2,0.2335,0.5071,-1.4744,47,47,47,47,47,47,47,17,17,17,3
53.03989,-9.04784,3,2,55.7,1.5,0,0,0,0,0,1,0.1474,-0.4497,0.0804,5,5,1,1,1,1,1,1,1,1,1
53.03992,-9.05004,2,2,55.7,1.5,0,0,0,0,0,2,0.1474,-0.4497,0.0804,5,5,1,1,1,1,1,1,1,1,1
53.0396,-9.04957,4,3,1.5,0.3,55.7,0,0,0,0,2,-1.2755,0.9383,-0.0604,3,3,3,3,3,3,3,3,3,3,3
53.038352,-9.057229,1,2,9.2,39.4,0,0,0,0,0,2,-0.2644,-0.2046,-1.2113,29,29,29,29,29,29,29,29,29,17,3
53.038933,-9.058305,5,2,16.4,0,0,9.2,0,0,0,1,0.4863,0.3467,-0.2331,2,2,2,2,2,2,2,2,1,1,1
53.038772,-9.057479,1,2,0,0,9.2,4.3,0,0,0,0,-0.5735,1.6925,0.1304,53,53,53,53,53,53,47,17,17,17,3
53.038291,-9.053016,5,2,55.7,0,0,0,16.4,0,0,2,0.3211,-0.3023,0.3212,36,33,33,33,2,2,2,2,1,1,1
